team_id,title,id,match_index,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda_att,ppda_def,ppda_allowed_att,ppda_allowed_def
223,Girona,223,1,a,0.140267,2.97707,0.140267,2.97707,4,12,0,5,0.0314,l,2025-08-24 17:30:00,0,0,1,0,-2.8368029999999997,307,23,295,16
223,Girona,223,2,h,2.00908,1.62032,2.00908,1.62032,9,6,0,2,1.7043,l,2025-08-30 17:30:00,0,0,1,0,0.38876,189,20,271,19
223,Girona,223,3,a,1.41213,1.80278,1.41213,1.0595,11,11,1,1,1.0583,d,2025-09-14 12:00:00,0,1,0,1,0.35263,337,15,265,22
223,Girona,223,4,h,0.423855,4.50183,0.423855,4.50183,4,10,0,4,0.0145,l,2025-09-20 12:00:00,0,0,1,0,-4.077975,350,10,195,22
223,Girona,223,5,a,0.856618,2.02629,0.856618,2.02629,3,8,1,1,0.5544,d,2025-09-23 17:00:00,0,1,0,1,-1.1696719999999998,315,12,178,37
223,Girona,223,6,h,1.07661,0.949116,1.07661,0.949116,9,1,0,0,1.4788999999999999,d,2025-09-26 19:00:00,0,1,0,1,0.1274940000000001,193,16,315,32
223,Girona,223,7,h,1.16415,2.22808,1.16415,2.22808,1,5,2,1,0.5743,w,2025-10-04 14:15:00,1,0,0,3,-1.0639299999999998,244,19,235,18
239,Mallorca,239,0,h,0.529217,2.0243,0.529217,2.0243,2,19,0,3,0.3698,l,2025-08-16 17:30:00,0,0,1,0,-1.4950830000000002,231,12,121,30
239,Mallorca,239,1,h,0.664974,0.917413,0.664974,0.917413,6,2,1,1,1.0579999999999998,d,2025-08-23 15:00:00,0,1,0,1,-0.2524390000000001,300,17,245,15
239,Mallorca,239,2,a,0.549872,1.84116,0.549872,1.84116,3,13,1,2,0.4232,l,2025-08-30 19:30:00,0,0,1,0,-1.2912879999999998,213,11,220,23
239,Mallorca,239,3,a,2.03185,2.67405,1.28857,1.93077,3,3,2,3,0.897,l,2025-09-15 19:00:00,0,0,1,0,-0.6422000000000001,192,22,268,13
239,Mallorca,239,4,h,0.530939,2.08772,0.530939,1.34445,4,9,1,1,0.2656,d,2025-09-21 14:15:00,0,1,0,1,-0.8135109999999999,259,18,202,9
239,Mallorca,239,5,a,0.641137,2.82857,0.641137,2.82857,1,11,0,1,0.1686,l,2025-09-24 19:30:00,0,0,1,0,-2.187433,285,20,163,25
239,Mallorca,239,6,h,1.04267,0.566415,1.04267,0.566415,4,6,1,0,1.7821,w,2025-09-27 16:30:00,1,0,0,3,0.476255,252,22,171,29
239,Mallorca,239,7,a,0.213773,1.73351,0.213773,0.990232,2,3,1,2,0.2156,l,2025-10-04 16:30:00,0,0,1,0,-0.776459,208,13,274,28
289,Real Oviedo,289,0,a,0.85578,2.60739,0.112502,2.60739,0,20,0,2,0.2935,l,2025-08-15 19:30:00,0,0,1,0,-2.494888,283,7,228,28
289,Real Oviedo,289,1,h,0.33749,1.82072,0.33749,1.82072,6,8,0,3,0.34729999999999994,l,2025-08-24 19:30:00,0,0,1,0,-1.4832299999999998,297,12,227,29
289,Real Oviedo,289,2,h,0.45706,0.92221,0.45706,0.92221,4,7,1,0,0.8917,w,2025-08-30 17:00:00,1,0,0,3,-0.46514999999999995,310,16,241,25
289,Real Oviedo,289,3,a,0.369812,0.954087,0.369812,0.954087,1,2,0,2,0.7325,l,2025-09-13 12:00:00,0,0,1,0,-0.5842750000000001,158,20,233,27
289,Real Oviedo,289,4,a,1.10565,1.57497,1.10565,1.57497,3,7,0,1,0.9763,l,2025-09-21 16:30:00,0,0,1,0,-0.46931999999999996,350,21,204,19
289,Real Oviedo,289,5,h,1.45014,2.07001,1.45014,2.07001,4,22,1,3,0.9101,l,2025-09-25 19:30:00,0,0,1,0,-0.6198699999999999,348,10,99,22
289,Real Oviedo,289,6,a,0.997143,1.72261,0.997143,0.979337,10,6,2,1,0.7811,w,2025-09-29 19:00:00,1,0,0,3,0.01780599999999999,331,30,228,22
289,Real Oviedo,289,7,h,1.08551,1.62121,1.08551,1.62121,6,11,0,2,0.8866,l,2025-10-04 12:00:00,0,0,1,0,-0.5357000000000001,209,12,328,22
